Title,ID,budget,revenue,popularity,runtime,vote_average,vote_count
Paths of Glory,975,935000,0,13.324,88,8.277,2448
Witness for the Prosecution,37257,3000000,9000000,17.353,116,8.223,1138
The Great Dictator,914,2000000,11000000,14.212,125,8.346,2913
Tengoku to jigoku,910691,0,0,0.6,88,0.0,0
Shershaah,599925,0,0,10.769,135,7.246,59
Sardar Udham,598826,0,0,8.994,163,7.039,51
Dil Bechara,645484,3025,0,6.877,101,6.813,75
Drishyam 2,1029827,0,0,9.287,142,8.014,36
Asuran,576928,0,0,5.971,141,7.896,67
Top Gun: Maverick,361743,170000000,1488732821,262.282,131,8.29,6742
Good Will Hunting,489,10000000,225933435,65.163,127,8.145,10680
Heat,949,60000000,187436818,48.157,170,7.899,6222
Inglourious Basterds,16869,70000000,321457747,52.953,153,8.214,20131
Requiem for a Dream,641,4500000,7390108,10.045,102,8.033,8839
Eternal Sunshine of the Spotless Mind,38,20000000,72258126,27.918,108,8.101,13315
Scarface,111,25000000,66023329,59.69,169,8.166,10298
Jagten,103663,3800000,18309793,19.58,116,8.095,3553
Full Metal Jacket,600,30000000,46357676,27.6,117,8.14,9357
Up,14160,175000000,735099082,67.745,96,7.9,18355
The Sting,9277,5500000,159616327,13.528,129,8.018,2226
Once Upon a Time in America,311,30000000,5472914,31.503,229,8.446,4643
Lawrence of Arabia,947,15000000,69995385,22.615,228,7.977,2560
Incendies,46738,6800000,6788659,23.013,131,8.1,2185
Drishyam 2,1029827,0,0,9.287,142,8.014,36
Kantara,858485,1934000,60447800,9.223,147,7.538,53
Judgment at Nuremberg,821,3000000,10000000,13.687,179,8.044,643
Citizen Kane,15,839727,23218000,19.208,119,8.02,4843
Metropolis,19,1300000,650422,17.745,149,8.153,2311
To Kill a Mockingbird,595,2000000,13129846,14.979,129,8.012,2268
The Apartment,284,3000000,25000000,19.269,125,8.225,1923
Jodaeiye Nader az Simin,60243,5000000,24426169,9.798,123,7.896,1499
Ikiru,3782,0,55240,10.657,143,8.347,915
Double Indemnity,996,927262,2500000,10.876,107,8.145,1531
Taare Zameen Par,7508,2600000,28430000,13.099,165,7.995,972
Dangal,360814,10400000,311000000,11.05,161,7.952,816
Ladri di biciclette,5156,133000,436655,14.844,89,8.235,2054
Ayla: The Daughter of War,472454,4172781,0,9.958,125,8.128,313
K.G.F: Chapter 2,587412,13000000,90410749,14.383,168,7.649,101
The Kid,4244,65000000,110317580,13.147,104,6.474,824
Pather Panchali,5801,0,536364,10.755,125,8.052,325
Chhichhore,596650,6825000,29353057,8.314,146,7.692,104
Ratsasan,412862,0,0,9.285,170,7.579,114
Drishyam,352173,0,0,10.292,163,7.778,327
The Wolf of Wall Street,106646,100000000,392000000,123.768,180,8.037,21503
Taxi Driver,103,1300000,28570902,34.852,114,8.166,10593
No Country for Old Men,6977,25000000,171627166,26.217,122,7.935,10607
Green Book,490132,23000000,319700000,43.691,130,8.24,10066
1917,530915,100000000,394638258,37.803,119,7.986,10973
The Sixth Sense,745,40000000,672806292,25.674,107,7.944,10405
The Truman Show,37165,60000000,264118201,46.804,103,8.129,16161
Batman Begins,272,150000000,374218673,46.688,140,7.695,18983
The Father,600354,6000000,21029340,36.3,96,8.153,2570
There Will Be Blood,7345,25000000,77208711,15.093,158,8.096,5682
Kill Bill: Vol. 1,24,30000000,180906076,30.601,111,7.971,15744
Casino,524,50000000,116112375,21.237,179,8.018,5018
Inside Out,150540,175000000,857611174,71.585,95,7.9,18976
A Beautiful Mind,453,58000000,316800000,29.426,135,7.855,9212
Pan's Labyrinth,1417,19000000,83258226,35.503,118,7.752,9614
Gone with the Wind,770,4000000,402352579,24.526,238,7.978,3562
Warrior,59440,25000000,23308615,43.773,140,7.836,4028
V for Vendetta,752,54000000,132511035,33.562,132,7.898,13191
L.A. Confidential,2118,35000000,126216940,17.942,138,7.784,4291
Der Untergang,613,18339750,92180910,19.015,156,7.8,3330
Unforgiven,33,14400000,159157447,22.393,130,7.922,3794
Chinatown,829,6000000,30000000,18.788,130,7.925,3296
El secreto de sus ojos,25376,2000000,33965843,16.34,130,7.996,2207
The Elephant Man,1955,5000000,26010864,12.24,124,8.058,3014
Raging Bull,1578,18000000,23000000,18.34,129,7.965,3710
The Great Escape,5925,4000000,11744471,20.079,173,7.942,2173
Ran,635736,0,0,0.6,20,0.0,0
The Bridge on the River Kwai,826,3000000,44908000,13.862,161,7.822,1762
Baahubali 2: The Conclusion,350312,31000000,275947313,20.506,168,7.407,610
Tumbbad,538858,0,0,10.367,113,7.563,189
Gangs of Wasseypur,117691,1400000,4100000,10.322,160,7.158,306
Miracle in Cell No. 7,637920,0,19289062,89.649,132,8.275,4117
All About Eve,705,1400000,8400000,9.922,139,8.148,1326
Drishyam,352173,0,0,10.292,163,7.778,327
The Treasure of the Sierra Madre,3090,3800000,4307000,13.138,126,8.0,1005
Farha,856437,0,0,3.461,92,7.635,26
Vikram Vedha,432139,0,0,8.169,147,7.386,145
Bacheha-Ye aseman,21334,180000,925402,12.475,89,7.958,518
Z,623520,0,0,7.681,83,6.153,183
"Swades: We, the People",15774,2900000,4800000,8.207,189,7.279,269
Le salaire de la peur,204,0,0,9.607,153,8.031,745
La passion de Jeanne d'Arc,780,0,0,10.694,82,8.054,777
Zindagi Na Milegi Dobara,61202,7700000,160000000,7.915,166,7.509,290
Dersu Uzala,9764,4000000,0,10.32,141,8.0,426
K.G.F: Chapter 1,564147,0,0,13.673,156,7.506,163
Rangasthalam,461126,7800000,0,5.616,179,7.1,47
Babam ve Oglum,13393,0,4187299,8.227,112,7.5,261
Uri: The Surgical Strike,554600,0,0,8.871,138,7.092,168
Bhaag Milkha Bhaag,206324,4600000,25000000,8.012,186,7.441,213
Dag II,427008,670000,11378898,10.009,135,7.5,149
Umberto D.,833,0,0,6.705,91,7.87,560
Dara iz Jasenovca,733740,0,0,4.044,130,7.543,70
The Help,50014,25000000,216639112,53.941,146,8.199,7188
Prisoners,146233,46000000,122126687,32.911,153,8.079,10265
Rocky,1366,1000000,117250402,51.804,119,7.787,6821
Gone Girl,210577,61000000,369330363,44.368,149,7.892,16904
Catch Me If You Can,640,52000000,352114312,44.15,141,7.965,13847
"Three Billboards Outside Ebbing, Missouri",359940,15000000,160192031,17.841,115,8.091,9162
Hacksaw Ridge,324786,40000000,175302354,125.531,139,8.192,12210
Stand by Me,728754,0,0,158.952,96,7.7,138
Blade Runner,78,28000000,41722424,38.131,118,7.934,12368
Ford v Ferrari,359724,97600000,225508210,36.523,153,8.0,6591
All Quiet on the Western Front,49046,20000000,0,186.545,147,7.769,2620
Ah-ga-ssi,290098,8575000,38600000,32.361,145,8.248,3114
Trainspotting,627,4000000,16491080,20.081,94,7.972,8762
Dead Poets Society,207,16400000,235860116,27.109,128,8.317,9932
Before Sunrise,76,2500000,5987386,22.569,101,7.967,3544
Logan,263115,97000000,619021436,46.086,137,7.814,17714
Into the Wild,5915,15000000,56255142,23.405,148,7.814,8813
Room,264644,13000000,35401758,17.254,118,8.036,8480
Spotlight,314365,20000000,98690254,13.602,129,7.8,7590
12 Years a Slave,76203,20000000,187000000,20.312,134,7.946,10330
Groundhog Day,137,14600000,71074049,24.232,101,7.603,6958
The Sound of Music,15121,8200000,286214286,17.99,174,7.708,2874
The Deer Hunter,11778,15000000,50000000,14.519,183,8.007,3255
Salinui chueok,11423,2800000,26000000,21.911,131,8.063,3156
Platoon,792,6000000,138530565,27.676,120,7.7,3922
Portrait de la jeune fille en feu,531428,5740000,9923127,21.355,120,8.183,2063
Rush,96721,38000000,90247624,26.192,123,7.709,6394
Hachi: A Dog's Tale,28178,16000000,46749646,31.093,93,8.007,6077
Ben-Hur,665,15000000,164000000,43.795,222,7.861,2343
Sunrise: A Song of Two Humans,631,0,0,8.699,94,7.872,682
Million Dollar Baby,70,30000000,216763646,20.701,132,7.961,8613
Before Sunset,80,2700000,15992615,14.027,80,7.817,2941
Barry Lyndon,3175,11000000,198992,12.988,185,8.013,2438
Gran Torino,13223,33000000,269958228,23.639,116,7.999,9714
Relatos salvajes,265195,4000000,27007072,13.199,122,7.858,2937
It's a Wonderful Life,1585,3180000,9644124,27.027,130,8.3,3716
The Lion King,8587,45000000,763455561,106.827,89,8.258,16484
Toy Story,862,30000000,373554033,89.439,81,7.969,16648
Up,14160,175000000,735099082,67.745,96,7.9,18355
Toy Story 3,10193,200000000,1066969703,59.698,103,7.791,13411
Taare Zameen Par,7508,2600000,28430000,13.099,165,7.995,972
The Kid,4244,65000000,110317580,13.147,104,6.474,824
Klaus,508965,0,0,21.242,96,8.261,3371
Bacheha-Ye aseman,21334,180000,925402,12.475,89,7.958,518
Babam ve Oglum,13393,0,4187299,8.227,112,7.5,261
Harry Potter and the Deathly Hallows: Part 2,12445,125000000,1341511219,92.868,130,8.112,18673
Ratatouille,2062,150000000,623726000,121.226,111,7.798,15213
The Wizard of Oz,630,2777000,33754967,67.82,102,7.582,4922
"Monsters, Inc.",585,115000000,579707738,114.513,92,7.83,16721
How to Train Your Dragon,10191,165000000,494879471,62.1,98,7.806,11753
The Sound of Music,15121,8200000,286214286,17.99,174,7.708,2874
Hachi: A Dog's Tale,28178,16000000,46749646,31.093,93,8.007,6077
Tonari no Totoro,8392,3700000,45000000,51.324,86,8.068,6806
The Iron Giant,10386,70000000,23159305,37.237,86,7.922,4919
Chak De! India,14163,6300000,40000000,10.39,153,7.236,273
The Circus,28978,9000000,0,9.502,72,8.023,677
The Princess Bride,2493,16000000,30861665,16.53,99,7.661,4026
Zootopia,269149,150000000,1023784195,65.138,109,7.747,14848
The Incredibles,9806,92000000,631442092,64.043,115,7.702,16177
Beauty and the Beast,10020,25000000,424967620,67.51,84,7.733,8991
Soul,508442,150000000,136384442,84.411,101,8.154,9053
Aladdin,812,28000000,504050219,48.761,95,7.645,10275
Fiddler on the Roof,14811,9000000,83304330,16.305,179,7.7,475
WolfWalkers,441130,12000000,1266570,17.346,103,8.295,936
Kaguya-hime no monogatari,149871,49300000,24366656,17.156,137,8.107,1485
Song of the Sea,110416,0,857522,10.866,93,8.013,1233
Puss in Boots: The Last Wish,315162,90000000,480000000,1081.528,103,8.293,5426
Harry Potter and the Prisoner of Azkaban,673,130000000,789804554,101.997,141,8.022,19450
Shrek,808,60000000,487853320,159.22,90,7.722,15245
E.T. the Extra-Terrestrial,601,10500000,792965500,27.047,115,7.507,10175
Fantastic Mr. Fox,10315,40000000,46471023,25.65,87,7.776,4539
Wonder,406997,20000000,305937718,37.657,113,8.162,7271
Toy Story 2,863,90000000,497366869,67.704,92,7.585,12530
The Ten Commandments,6844,13000000,122700000,38.034,220,7.7,1309
The Nightmare Before Christmas,9479,24000000,75634409,51.442,76,7.84,8231
Togo,884363,0,0,52.065,95,6.55,60
A Christmas Story,850,3300000,20653717,12.521,93,7.295,1084
Mimi wo sumaseba,37797,0,0,29.717,111,7.9,1651
Miracle on 34th Street,11881,630000,2700000,12.914,96,7.367,615
Willy Wonka & the Chocolate Factory,252,3000000,4000000,32.1,100,7.479,2969
Mary Poppins,433,6000000,103082380,22.952,139,7.569,4219
Moonrise Kingdom,83666,16000000,68263166,11.395,94,7.689,5289
The Sandlot,11528,7000000,34348444,20.419,101,7.509,995
Big Hero 6,177572,165000000,657827828,94.605,102,7.739,14402
Paddington 2,346648,40000000,227300000,19.768,104,7.465,1984
How to Train Your Dragon 2,82702,145000000,621537519,62.703,102,7.668,8702
October Sky,13466,25000000,34698685,9.282,108,7.6,1060
My Fair Lady,11113,17000000,72661442,11.591,170,7.5,1116
Batman: Mask of the Phantasm,14919,6000000,5617391,12.204,76,7.51,919
Veer-Zaara,4251,7000000,29385320,8.71,192,7.418,219
English Vinglish,118628,2840000,11620000,7.169,134,7.183,224
Harry Potter and the Goblet of Fire,674,150000000,895921036,105.22,157,7.817,18742
Harry Potter and the Deathly Hallows: Part 1,12444,250000000,954305868,89.07,146,7.768,17306
The Goonies,9340,19000000,61389680,22.83,114,7.516,5076
Home Alone,654974,0,0,29.836,93,5.002,503
Tangled,38757,260000000,592461732,113.54,100,7.6,10202
The Lego Movie,137106,60000000,469160692,25.166,100,7.41,7009
Toy Story 4,301528,175000000,1073394593,62.65,100,7.5,8795
Coraline,14836,60000000,124600000,123.786,100,7.827,6561
Wreck-It Ralph,82690,165000000,471222889,69.264,101,7.324,11272
Who Framed Roger Rabbit,856,70000000,329803958,24.446,104,7.514,5036
Kubo and the Two Strings,313297,60000000,76249438,29.807,102,7.643,3279
Fantasia,756,2280000,76411819,30.981,124,7.373,2703
Finding Neverland,866,25000000,116766556,13.276,106,7.321,3290
Omoide no Marnie,242828,0,34949567,21.05,103,7.973,1550
Le Petit Prince,578489,0,0,0.676,125,8.0,1
Ponniyin Selvan: I,858082,0,0,47.466,165,7.269,13
The Breadwinner,435129,0,312381,7.941,94,7.91,714
Kapoor & Sons,374173,3577143,18897918,6.138,140,7.007,144
The Muppet Christmas Carol,10437,12000000,27281507,11.967,85,7.359,796
Harry Potter and the Sorcerer's Stone,671,125000000,976475550,135.46,152,7.915,24690
Guillermo del Toro's Pinocchio,555604,35000000,0,187.812,117,8.227,2233
Harry Potter and the Half-Blood Prince,767,250000000,933959197,107.397,153,7.698,17616
Stardust,2270,70000000,137515140,17.698,127,7.245,3627
Moana,277834,150000000,690860472,17.636,107,7.562,11179
Kung Fu Panda,9502,130000000,631744560,75.977,90,7.227,10182
Incredibles 2,260513,200000000,1242805359,59.622,118,7.486,11741
The Little Mermaid,447277,0,0,224.763,135,0.0,0
Despicable Me,20352,69000000,533679475,52.894,95,7.224,13891
The Mitchells vs the Machines,501929,75000000,0,25.207,110,7.963,2381
Mulan,10674,90000000,304320254,83.499,88,7.918,8661
The Jungle Book,9325,4000000,205843612,54.817,78,7.279,5657
Gake no ue no Ponyo,12429,41677699,202404009,46.933,100,7.734,3592
Snow White and the Seven Dwarfs,408,1488423,184925486,61.928,83,7.114,6642
A Little Princess,19101,17000000,10015449,10.873,97,7.635,863
The Muppet Movie,11176,8000000,65200000,13.971,97,7.1,502
The Secret of Kells,26963,8000000,1803412,12.57,75,7.426,575
Harry Potter and the Order of the Phoenix,675,150000000,938212738,91.717,138,7.688,17687
Ice Age,425,59000000,383257136,84.113,81,7.342,11944
Hugo,44826,170000000,185770160,21.535,126,7.2,6595
Robin Hood,11886,5000000,32056467,29.001,83,7.286,3918
Secondhand Lions,13156,0,0,10.956,111,7.17,675
Field of Dreams,2323,15000000,84431625,14.368,107,7.122,1252
Pinocchio,532639,0,0,78.6,105,6.48,1356
The Secret of NIMH,11704,7000000,14665733,12.591,82,7.453,687
The Curse of the Were-Rabbit,533,30000000,192610372,17.466,85,7.027,2340
The Many Adventures of Winnie the Pooh,250480,0,0,17.55,74,7.261,877
Whale Rider,1088,8000000,41400000,8.34,101,7.161,329
Meet Me in St. Louis,909,1707561,7566000,8.118,113,7.0,311
La tortue rouge,337703,0,921974,10.738,81,7.505,1113
Harry Potter and the Chamber of Secrets,672,100000000,876688482,101.22,161,7.723,19828
Sing 2,438695,85000000,406000000,154.509,110,7.952,3657
Frozen,109445,150000000,1274219009,79.219,102,7.247,15148
Luca,508943,200000000,49750471,101.134,95,7.883,7256
The Emperor's New Groove,11688,100000000,169327687,74.315,78,7.549,5902
How to Train Your Dragon: The Hidden World,166428,129000000,524580592,86.979,104,7.767,5632
The Jungle Book,9325,4000000,205843612,54.817,78,7.279,5657
Onward,508439,200000000,141940042,32.68,103,7.741,5488
The Land Before Time,12144,12500000,84460846,13.158,69,7.107,2274
Oliver!,17917,10000000,37402877,13.793,153,6.987,349
A Monster Calls,258230,43000000,47309313,21.496,108,7.262,3044
Kokuriko-zaka kara,83389,22000000,61037844,15.595,91,7.536,1472
A Dog's Journey,522518,16000000,78871079,29.579,109,8.04,1301
Labyrinth,13597,25000000,12729917,17.9,102,7.264,2089
Hercules,11970,85000000,252712101,54.947,93,7.507,6609
Shrek 2,809,150000000,928760770,99.88,93,7.233,10965
Lilo & Stitch,11544,80000000,273144151,49.605,85,7.507,5466
The Karate Kid,38575,40000000,359126022,48.765,140,6.526,5389
Raya and the Last Dragon,527774,100000000,130423032,92.379,107,7.922,6007
The NeverEnding Story,34584,27000000,20158808,29.553,102,7.191,3577
Tarzan,37135,130000000,448191819,52.486,88,7.4,6052
The Adventures of Tintin,17578,130000000,371940071,23.467,107,6.875,4893
Paddington,116149,55000000,259207227,20.39,96,7.059,3220
Megamind,38055,130000000,321885765,42.009,96,6.949,6100
Finding Dory,127380,200000000,1028570889,33.752,97,7.043,11180
The Lego Batman Movie,324849,80000000,311950384,29.169,104,7.205,4427
The Secret Garden,521034,0,889816,14.426,99,6.381,515
Despicable Me 2,93456,76000000,970761885,56.126,98,6.9,10305
Little Women,331482,40000000,216601214,31.75,135,7.905,5448
Alice in Wonderland,12155,200000000,1025467110,48.728,108,6.62,12845
Jason and the Argonauts,11533,1000000,0,20.654,104,7.135,508
My Sister's Keeper,10024,30000000,95714875,17.441,109,7.36,1888
One Hundred and One Dalmatians,12230,4000000,85000000,46.456,82,7.168,5642
Peter Pan,420808,0,0,855.771,106,5.9,240
Corpse Bride,3933,40000000,118133252,62.867,77,7.514,7949
Cinderella,11224,2900000,263591415,77.222,74,7.037,6051
Lady and the Tramp,10340,4000000,36359037,41.472,76,7.107,4747
The Last Unicorn,10150,0,6455530,10.186,92,7.156,404
Eight Below,9036,40000000,120455994,18.224,120,7.0,1539
Bambi,3170,858000,267447150,50.199,70,7.009,5083
The Brave Little Toaster,19933,2300000,0,9.562,90,6.924,362
A Street Cat Named Bob,404378,8000000,17900000,10.0,103,7.875,1209
Heisei tanuki gassen ponpoko,15283,0,0,17.644,119,7.148,859
Shaun the Sheep Movie,263109,25000000,106209378,15.188,85,7.0,1213
Encanto,568124,50000000,253000000,171.747,102,7.642,8163
Cars,920,120000000,461983149,55.292,117,6.918,12548
Fantastic Beasts and Where to Find Them,259316,180000000,809342332,42.801,132,7.337,17589
DC League of Super-Pets,539681,90000000,203000000,110.64,105,7.41,1214
Bridge to Terabithia,1265,60000000,137587063,31.191,96,7.292,4248
A Bug's Life,9487,120000000,363258859,53.006,95,6.964,8321
The Prince of Egypt,9837,70000000,218613188,33.523,99,7.2,3523
Monsters University,62211,200000000,743559607,64.574,104,7.028,9666
Treasure Planet,9016,140000000,109578115,29.653,95,7.529,3677
Kung Fu Panda 2,49444,150000000,665692281,62.323,91,6.946,6149
Rango,44896,135000000,245724603,38.39,107,6.811,5776
The Croods,49519,135000000,587204668,55.668,98,6.9,6432
The Book of Life,228326,50000000,97437106,36.615,95,7.527,2363
The Fox and the Hound,10948,12000000,29800000,25.377,82,7.1,2860
Christopher Robin,420814,75000000,99138899,19.667,104,7.332,2466
Spirit: Stallion of the Cimarron,9023,80000000,122563539,56.844,83,7.694,4133
Sleeping Beauty,10882,6000000,51600000,43.073,75,6.945,4654
Rise of the Guardians,81188,145000000,306941670,41.748,97,7.36,6058
A Dog's Purpose,381289,22000000,205035819,28.257,100,7.61,2994
Wish Dragon,550205,0,25860000,51.683,99,7.979,1096
"20,000 Leagues Under the Sea",173,5000000,28200000,13.738,127,7.1,737
Stan & Ollie,394741,10000000,24420923,12.482,98,6.972,933
Dumbo,11360,812000,1600000,39.473,64,6.997,4443
Secretariat,39486,35000000,60321861,15.054,123,7.374,505
The Transformers: The Movie,1857,6000000,5849647,18.449,84,7.164,422
Beauty and the Beast,10020,25000000,424967620,67.51,84,7.733,8991
Sing,335797,75000000,634151679,60.381,108,7.11,7278
The Princess and the Frog,10198,105000000,270997378,75.855,98,7.187,4888
Enchanted,4523,85000000,340487652,32.692,107,6.802,4954
Brave,62177,185000000,538983207,66.434,93,7.009,12298
We Bought a Zoo,74465,50000000,120081841,13.224,124,6.755,2433
Kung Fu Panda 3,140300,145000000,521170825,55.057,95,6.9,5137
Chicken Run,7443,45000000,224834564,35.314,84,6.7,4347
Anastasia,9444,53000000,139804348,27.513,94,7.612,4842
The AristoCats,10112,4000000,55675257,35.141,78,7.295,4522
Miracles from Heaven,339984,16000000,73983359,38.482,119,7.447,1072
The Muppets,64328,45000000,165184237,16.987,103,6.651,1382
The Lord of the Rings: The Fellowship of the Ring,120,93000000,871368364,59.198,179,8.396,22622
The Lord of the Rings: The Two Towers,121,79000000,926287400,57.144,179,8.378,19667
The Empire Strikes Back,1891,18000000,538400000,36.225,124,8.392,15299
The Green Mile,497,60000000,286801374,59.087,189,8.508,15351
Star Wars,11,11000000,775398007,102.352,121,8.208,18568
Sen to Chihiro no kamikakushi,129,19000000,274925095,74.873,125,8.54,14239
It's a Wonderful Life,1585,3180000,9644124,27.027,130,8.3,3716
Spider-Man: Into the Spider-Verse,324857,90000000,375464627,92.803,117,8.407,12672
Coco,354912,175000000,800526015,82.423,105,8.225,17151
Kimi no na wa.,372058,0,357986087,103.411,106,8.521,9767
Mononoke-hime,128,26500000,159414369,34.381,134,8.34,6933
